0, 608,  1594645712021,  1594645712629
1, 49,  1594645712629,  1594645712678
2, 38,  1594645712680,  1594645712718
3, 29,  1594645712722,  1594645712751
4, 42,  1594645712751,  1594645712793
5, 26,  1594645712794,  1594645712820
6, 26,  1594645712820,  1594645712846
7, 26,  1594645712850,  1594645712876
8, 24,  1594645712882,  1594645712906
9, 24,  1594645712907,  1594645712931
10, 36,  1594645712933,  1594645712969
11, 24,  1594645712969,  1594645712993
12, 22,  1594645712998,  1594645713020
13, 22,  1594645713022,  1594645713044
14, 24,  1594645713050,  1594645713074
15, 23,  1594645713074,  1594645713097
16, 30,  1594645713102,  1594645713132
17, 25,  1594645713133,  1594645713158
18, 25,  1594645713159,  1594645713184
19, 22,  1594645713184,  1594645713206
20, 25,  1594645713210,  1594645713235
21, 27,  1594645713235,  1594645713262
22, 25,  1594645713263,  1594645713288
23, 20,  1594645713289,  1594645713309
24, 19,  1594645713314,  1594645713333
25, 21,  1594645713334,  1594645713355
26, 19,  1594645713358,  1594645713377
27, 21,  1594645713378,  1594645713399
28, 23,  1594645713399,  1594645713422
29, 20,  1594645713422,  1594645713442
30, 31,  1594645713442,  1594645713473
31, 16,  1594645713475,  1594645713491
32, 21,  1594645713491,  1594645713512
33, 17,  1594645713512,  1594645713529
34, 20,  1594645713534,  1594645713554
35, 16,  1594645713554,  1594645713570
36, 20,  1594645713570,  1594645713590
37, 19,  1594645713590,  1594645713609
38, 16,  1594645713609,  1594645713625
39, 16,  1594645713630,  1594645713646
40, 12,  1594645713650,  1594645713662
41, 10,  1594645713662,  1594645713672
42, 13,  1594645713673,  1594645713686
43, 10,  1594645713686,  1594645713696
44, 18,  1594645713696,  1594645713714
45, 10,  1594645713714,  1594645713724
46, 10,  1594645713724,  1594645713734
47, 13,  1594645713734,  1594645713747
48, 10,  1594645713747,  1594645713757
49, 13,  1594645713757,  1594645713770
50, 16,  1594645713770,  1594645713786
51, 21,  1594645713787,  1594645713808
52, 19,  1594645713810,  1594645713829
53, 21,  1594645713830,  1594645713851
54, 14,  1594645713852,  1594645713866
55, 20,  1594645713870,  1594645713890
56, 13,  1594645713891,  1594645713904
57, 17,  1594645713905,  1594645713922
58, 11,  1594645713922,  1594645713933
59, 11,  1594645713933,  1594645713944
60, 12,  1594645713944,  1594645713956
61, 11,  1594645713956,  1594645713967
62, 10,  1594645713967,  1594645713977
63, 25,  1594645713978,  1594645714003
64, 10,  1594645714004,  1594645714014
65, 10,  1594645714014,  1594645714024
66, 10,  1594645714024,  1594645714034
67, 11,  1594645714034,  1594645714045
68, 9,  1594645714045,  1594645714054
69, 10,  1594645714054,  1594645714064
70, 17,  1594645714064,  1594645714081
71, 10,  1594645714081,  1594645714091
72, 10,  1594645714091,  1594645714101
73, 10,  1594645714101,  1594645714111
74, 9,  1594645714112,  1594645714121
75, 13,  1594645714121,  1594645714134
76, 20,  1594645714134,  1594645714154
77, 10,  1594645714154,  1594645714164
78, 11,  1594645714164,  1594645714175
79, 11,  1594645714175,  1594645714186
80, 11,  1594645714186,  1594645714197
81, 11,  1594645714197,  1594645714208
82, 11,  1594645714208,  1594645714219
83, 19,  1594645714221,  1594645714240
84, 10,  1594645714240,  1594645714250
85, 13,  1594645714250,  1594645714263
86, 11,  1594645714263,  1594645714274
87, 12,  1594645714274,  1594645714286
88, 10,  1594645714286,  1594645714296
89, 17,  1594645714296,  1594645714313
90, 10,  1594645714314,  1594645714324
91, 11,  1594645714324,  1594645714335
92, 12,  1594645714335,  1594645714347
93, 11,  1594645714347,  1594645714358
94, 13,  1594645714358,  1594645714371
95, 11,  1594645714371,  1594645714382
96, 17,  1594645714382,  1594645714399
97, 10,  1594645714400,  1594645714410
98, 10,  1594645714410,  1594645714420
99, 26,  1594645714420,  1594645714446
100, 10,  1594645714448,  1594645714458
101, 11,  1594645714458,  1594645714469
102, 20,  1594645714469,  1594645714489
103, 22,  1594645714492,  1594645714514
104, 13,  1594645714515,  1594645714528
105, 9,  1594645714528,  1594645714537
106, 10,  1594645714537,  1594645714547
107, 9,  1594645714547,  1594645714556
108, 9,  1594645714557,  1594645714566
109, 23,  1594645714566,  1594645714589
110, 12,  1594645714593,  1594645714605
111, 10,  1594645714605,  1594645714615
112, 10,  1594645714616,  1594645714626
113, 13,  1594645714626,  1594645714639
114, 11,  1594645714639,  1594645714650
115, 18,  1594645714650,  1594645714668
116, 10,  1594645714668,  1594645714678
117, 10,  1594645714679,  1594645714689
118, 10,  1594645714689,  1594645714699
119, 10,  1594645714699,  1594645714709
120, 12,  1594645714709,  1594645714721
121, 9,  1594645714721,  1594645714730
122, 17,  1594645714731,  1594645714748
123, 9,  1594645714749,  1594645714758
124, 10,  1594645714758,  1594645714768
125, 13,  1594645714768,  1594645714781
126, 11,  1594645714782,  1594645714793
127, 31,  1594645714796,  1594645714827
128, 12,  1594645714829,  1594645714841
129, 10,  1594645714841,  1594645714851
130, 9,  1594645714851,  1594645714860
131, 9,  1594645714861,  1594645714870
132, 10,  1594645714870,  1594645714880
133, 9,  1594645714880,  1594645714889
134, 10,  1594645714889,  1594645714899
135, 19,  1594645714899,  1594645714918
136, 11,  1594645714918,  1594645714929
137, 10,  1594645714929,  1594645714939
138, 11,  1594645714939,  1594645714950
139, 9,  1594645714950,  1594645714959
140, 21,  1594645714960,  1594645714981
141, 10,  1594645714982,  1594645714992
142, 19,  1594645714992,  1594645715011
143, 12,  1594645715011,  1594645715023
144, 10,  1594645715023,  1594645715033
145, 10,  1594645715033,  1594645715043
146, 16,  1594645715043,  1594645715059
147, 18,  1594645715059,  1594645715077
148, 10,  1594645715077,  1594645715087
149, 10,  1594645715087,  1594645715097
150, 10,  1594645715097,  1594645715107
